State,County,Day,Month,Year,Date,HPAI Strain,Order,Bird Species,WOAH Classification,Sampling,Sampling Method,Submitting Agency
South Carolina,Charleston,9,1,2023,09/01/2023,EA H5N1,Pelecaniformes,Brown pelican,Wild bird,Live bird,Live bird,NWDP
North Carolina,Dare,20,1,2023,20/01/2023,EA H5N1,Pelecaniformes,Brown pelican,Wild bird,Live bird,Live bird,NWDP
California,Sonoma,12,1,2023,12/01/2023,EA H5N1,Anseriformes,Bufflehead,Wild bird,Live bird,Live bird,NWDP
California,Marin,13,1,2023,13/01/2023,EA H5N1,Anseriformes,Bufflehead,Wild bird,Live bird,Live bird,NWDP
Colorado,Douglas,4,1,2023,04/01/2023,EA H5N1,Anseriformes,Cackling goose,Captive wild bird,Live bird,Live bird,NWDP
Texas,Carson,13,1,2023,13/01/2023,EA H5N1,Anseriformes,Cackling goose,Wild bird,Live bird,Live bird,NWDP
California,San Joaquin,13,1,2023,13/01/2023,EA H5N1,Anseriformes,Cackling goose,Wild bird,Live bird,Live bird,NWDP
South Carolina,Colleton,26,1,2022,26/01/2022,EA H5,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,Tennessee Technological University/SCWDS
South Carolina,Colleton,26,1,2022,26/01/2022,EA H5,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,Tennessee Technological University/SCWDS
South Carolina,Colleton,26,1,2022,26/01/2022,EA H5,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,Tennessee Technological University/SCWDS
South Carolina,Colleton,26,1,2022,26/01/2022,EA H5,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,Tennessee Technological University/SCWDS
South Carolina,Colleton,26,1,2022,26/01/2022,EA H5,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,Tennessee Technological University/SCWDS
South Carolina,Colleton,26,1,2022,26/01/2022,EA H5,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,Tennessee Technological University/SCWDS
South Carolina,Colleton,26,1,2022,26/01/2022,EA H5,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,Tennessee Technological University/SCWDS
South Carolina,Colleton,26,1,2022,26/01/2022,EA H5,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,Tennessee Technological University/SCWDS
North Carolina,Beaufort,1,2,2022,01/02/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Virginia,Virginia Beach,1,2,2022,01/02/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,8,2,2022,08/02/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,16,2,2022,16/02/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,16,2,2022,16/02/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,16,2,2022,16/02/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,16,2,2022,16/02/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,16,2,2022,16/02/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,16,2,2022,16/02/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,16,2,2022,16/02/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,16,2,2022,16/02/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,16,2,2022,16/02/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,16,2,2022,16/02/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,16,2,2022,16/02/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,16,2,2022,16/02/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,16,2,2022,16/02/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Bladen,8,2,2022,08/02/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,8,2,2022,08/02/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,8,2,2022,08/02/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,8,2,2022,08/02/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,16,2,2022,16/02/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,16,2,2022,16/02/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,16,2,2022,16/02/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,16,2,2022,16/02/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,16,2,2022,16/02/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,16,2,2022,16/02/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,16,2,2022,16/02/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,16,2,2022,16/02/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,16,2,2022,16/02/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,16,2,2022,16/02/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,16,2,2022,16/02/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,16,2,2022,16/02/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Beaufort,1,2,2022,01/02/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Beaufort,1,2,2022,01/02/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Delaware,Kent,9,2,2022,09/02/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,8,2,2022,08/02/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,8,2,2022,08/02/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,8,2,2022,08/02/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,8,2,2022,08/02/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,8,2,2022,08/02/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Alabama,Limestone,23,2,2022,23/02/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,26,2,2022,26/02/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Leon,1,2,2023,01/02/2023,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,17,2,2022,17/02/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,17,2,2022,17/02/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Mississippi,Neshoba,6,2,2023,06/02/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Neshoba,6,2,2023,06/02/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Neshoba,6,2,2023,06/02/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
North Carolina,Pamlico,1,2,2022,01/02/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,8,2,2022,08/02/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,8,2,2022,08/02/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,8,2,2022,08/02/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,8,2,2022,08/02/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,8,2,2022,08/02/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,8,2,2022,08/02/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,8,2,2022,08/02/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,8,2,2022,08/02/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,8,2,2022,08/02/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,8,2,2022,08/02/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,16,2,2022,16/02/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Georgia,Hart,16,2,2022,16/02/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,16,2,2022,16/02/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Palm Beach,1,2,2022,01/02/2022,EA H5,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Florida,Palm Beach,1,2,2022,01/02/2022,EA H5,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Massachusetts,Middlesex,28,3,2022,28/03/2022,EA H5N1,Gruiformes,American crow,Captive wild bird,Live bird,Hunter harvest,NWDP
Massachusetts,Middlesex,9,3,2022,09/03/2022,EA H5N1,Gruiformes,American crow,Captive wild bird,Live bird,Hunter harvest,NWDP
Massachusetts,Middlesex,28,3,2022,28/03/2022,EA H5N1,Gruiformes,American crow,Captive wild bird,Live bird,Hunter harvest,NWDP
Massachusetts,Middlesex,28,3,2022,28/03/2022,EA H5N1,Gruiformes,American crow,Captive wild bird,Live bird,Hunter harvest,NWDP
Massachusetts,Middlesex,28,3,2022,28/03/2022,EA H5N1,Gruiformes,American crow,Captive wild bird,Live bird,Hunter harvest,NWDP
Tennessee,Dyer,21,3,2022,21/03/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Missouri,Clay,9,3,2022,09/03/2022,EA H5N1,Pelecaniformes,American white pelican,Wild bird,Live bird,Hunter harvest,NWDP
Kansas,Jefferson,28,3,2022,28/03/2022,EA H5N1,Pelecaniformes,American white pelican,Wild bird,Live bird,Hunter harvest,NWDP
Tennessee,Dyer,8,3,2022,08/03/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Tennessee,Dyer,8,3,2022,08/03/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Tennessee,Dyer,8,3,2022,08/03/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter Harvest,NWDP
New York,Onondaga,29,3,2022,29/03/2022,EA H5N1,Anseriformes,Baikal teal,Captive wild bird,Live bird,Hunter harvest,SCWDS
Ohio,Sandusky,14,3,2022,14/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Captive wild bird,Live bird,Hunter Harvest,NWDP
South Carolina,Charleston,2,3,2022,02/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Captive wild bird,Live bird,Hunter harvest,NWDP
Florida,Orange,11,3,2022,11/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Captive wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,1,3,2022,01/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Captive wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Charleston,2,3,2022,02/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Captive wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,29,3,2022,29/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Captive wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,4,3,2022,04/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,4,3,2022,04/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Dare,4,3,2022,04/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Beaufort,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter Harvest,NWDP
North Carolina,Davidson,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Kansas,Mitchell,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,SCWDS
Ohio,Guernsey,24,3,2022,24/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Wisconsin,Dane,31,3,2022,31/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Nebraska,Otoe,22,3,2022,22/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter Harvest,NWDP
South Dakota,Aurora,29,3,2022,29/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Seminole,28,3,2022,28/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Seminole,28,3,2022,28/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Duval,28,3,2022,28/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Lexington,28,3,2022,28/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Georgia,Glynn,28,3,2022,28/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Georgia,Chatham,28,3,2022,28/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Georgia,Liberty,28,3,2022,28/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Missouri,Randolph,14,3,2022,14/03/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter Harvest,NWDP
Massachusetts,Middlesex,9,3,2022,09/03/2022,EA H5N1,Accipitriformes,Bald eagle,Captive wild bird,Live bird,Hunter harvest,SCWDS
South Carolina,Charleston,18,3,2022,18/03/2022,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Charleston,18,3,2022,18/03/2022,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Pennsylvania,Chester,24,3,2022,24/03/2022,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Minnesota,Dakota,31,3,2022,31/03/2022,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Vermont,Chittenden,31,3,2022,31/03/2022,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
South Dakota,Charles Mix,31,3,2022,31/03/2022,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Kansas,Riley,28,3,2022,28/03/2022,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,SCWDS
Vermont,Grand Isle,31,3,2022,31/03/2022,EA H5,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Michigan,Monroe,24,3,2022,24/03/2022,EA H5N1,Strigiformes,Barred owl,Captive wild bird,Live bird,Hunter harvest,NWDP
Michigan,Crawford,30,3,2022,30/03/2022,EA H5,Strigiformes,Barred owl,Wild bird,Live bird,Hunter harvest,NWDP
Michigan,Otsego,30,3,2022,30/03/2022,EA H5,Strigiformes,Barred owl,Wild bird,Live bird,Hunter Harvest,NWDP
Michigan,Kalamazoo,11,3,2022,11/03/2022,EA H5N1,Anseriformes,Black swan,Captive wild bird,Live bird,Hunter harvest,NWDP
Michigan,Kalamazoo,11,3,2022,11/03/2022,EA H5N1,Anseriformes,Black swan,Captive wild bird,Live bird,Hunter harvest,NWDP
Florida,Orange,11,3,2022,11/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Captive wild bird,Live bird,Hunter Harvest,NWDP
Florida,Brevard,11,3,2022,11/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter Harvest,NWDP
Florida,Brevard,11,3,2022,11/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,11,3,2022,11/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,9,3,2022,09/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Volusia,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Volusia,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Volusia,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Volusia,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Volusia,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,18,3,2022,18/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,28,3,2022,28/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter Harvest,NWDP
Florida,Orange,28,3,2022,28/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Volusia,29,3,2022,29/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Volusia,29,3,2022,29/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Volusia,29,3,2022,29/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Volusia,29,3,2022,29/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Volusia,29,3,2022,29/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Volusia,29,3,2022,29/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,29,3,2022,29/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,29,3,2022,29/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Orange,28,3,2022,28/03/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,18,3,2022,18/03/2022,EA H5,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Orange,28,3,2022,28/03/2022,EA H5,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Michigan,St. Clair,30,3,2022,30/03/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Massachusetts,Middlesex,9,3,2022,09/03/2022,EA H5,Anseriformes,Brant,Captive wild bird,Live bird,Live bird,NWDP
Florida,Duval,9,3,2022,09/03/2022,EA H5N1,Pelecaniformes,Brown pelican,Wild bird,Live bird,Live bird,NWDP
Florida,Duval,15,3,2022,15/03/2022,EA H5N1,Pelecaniformes,Brown pelican,Wild bird,Live bird,Live bird,NWDP
North Carolina,Brunswick,18,3,2022,18/03/2022,EA H5N1,Pelecaniformes,Brown pelican,Wild bird,Live bird,Live bird,NWDP
